0.5221, 0.3051, 0.2148, 0.2105, 0.1869, 0.1590, 0.5199, 0.2965, 0.2063, 0.2922, 0.1783, 0.1740, 0.5070, 0.2793, 0.2020, 0.3330, 0.4598, 0.3566, 0.5049, 0.2793, 0.2020, 0.2105, 0.5393, 0.5199, 0.1590, 0.3502, 0.1955, 0.2041, 0.1654, 0.1525, 0.1568, 0.3523, 0.1934, 0.3029, 0.1740, 0.1676, 0.1568, 0.3566, 0.1977, 0.3244, 0.4619, 0.3631, 0.1654, 0.3588, 0.1998, 0.2063, 0.5393, 0.5285, 0.4146, 0.3953, 0.7283, 0.1740, 0.1375, 0.1289, 0.4168, 0.3953, 0.7348, 0.2664, 0.1525, 0.1504, 0.4189, 0.3803, 0.7219, 0.3072, 0.4469, 0.3437, 0.4275, 0.3867, 0.7283, 0.1912, 0.5242, 0.5156, 0.4748, 0.5693, 0.8121, 0.1654, 0.1396, 0.2105, 0.4748, 0.5650, 0.8143, 0.2621, 0.1525, 0.1525, 0.4770, 0.5629, 0.8035, 0.3094, 0.4383, 0.3309, 0.4727, 0.5693, 0.8100, 0.1934, 0.5264, 0.5092, 
0.5285, 0.3094, 0.2148, 0.2105, 0.1826, 0.1590, 0.5178, 0.3029, 0.2105, 0.2965, 0.1955, 0.1740, 0.5070, 0.2750, 0.1998, 0.3287, 0.4641, 0.3545, 0.5049, 0.2793, 0.2020, 0.2084, 0.5414, 0.5199, 0.1568, 0.3523, 0.1955, 0.2084, 0.1676, 0.1547, 0.1568, 0.3566, 0.1934, 0.3008, 0.1783, 0.1697, 0.1590, 0.3588, 0.1998, 0.3244, 0.4641, 0.3652, 0.1676, 0.3588, 0.1998, 0.2063, 0.5371, 0.5264, 0.4146, 0.3996, 0.7305, 0.1740, 0.1461, 0.1311, 0.4168, 0.3953, 0.7326, 0.2621, 0.1525, 0.1504, 0.4168, 0.3867, 0.7219, 0.3051, 0.4447, 0.3395, 0.4254, 0.3889, 0.7283, 0.1934, 0.5242, 0.5113, 0.4791, 0.5715, 0.8143, 0.1783, 0.1396, 0.1354, 0.4791, 0.5672, 0.8100, 0.2600, 0.1525, 0.1525, 0.4770, 0.5650, 0.8057, 0.3094, 0.4383, 0.3287, 0.4748, 0.5672, 0.8078, 0.2191, 0.5264, 0.5113, 
0.5264, 0.3051, 0.2127, 0.2020, 0.1783, 0.1590, 0.5221, 0.3029, 0.2105, 0.2965, 0.1783, 0.1719, 0.5027, 0.2771, 0.2041, 0.3309, 0.4619, 0.3566, 0.5006, 0.2707, 0.2020, 0.2063, 0.5393, 0.5178, 0.1611, 0.3523, 0.1955, 0.2041, 0.1633, 0.1482, 0.1547, 0.3545, 0.1934, 0.3029, 0.2105, 0.1697, 0.1590, 0.3588, 0.1977, 0.3266, 0.4619, 0.3652, 0.1719, 0.3609, 0.1998, 0.2063, 0.5393, 0.5264, 0.4104, 0.3975, 0.7305, 0.1719, 0.1418, 0.1311, 0.4168, 0.3996, 0.7348, 0.2664, 0.1525, 0.1504, 0.4189, 0.3867, 0.7197, 0.3072, 0.4469, 0.3416, 0.4232, 0.3846, 0.7240, 0.1955, 0.5242, 0.5092, 0.4705, 0.5715, 0.8100, 0.1633, 0.1396, 0.1246, 0.4727, 0.5672, 0.8078, 0.2578, 0.1633, 0.1482, 0.4727, 0.5650, 0.8057, 0.3137, 0.4447, 0.3266, 0.4727, 0.5672, 0.8035, 0.2084, 0.5264, 0.5070, 
0.5242, 0.3029, 0.2148, 0.2041, 0.1869, 0.1590, 0.5178, 0.2943, 0.2084, 0.2965, 0.1805, 0.1762, 0.5049, 0.2771, 0.2041, 0.3266, 0.4598, 0.3566, 0.5070, 0.2707, 0.2020, 0.2041, 0.5350, 0.5178, 0.1697, 0.3545, 0.1977, 0.2063, 0.1676, 0.1482, 0.1568, 0.3588, 0.1955, 0.3029, 0.1783, 0.1912, 0.1611, 0.3609, 0.1998, 0.3180, 0.4598, 0.3609, 0.1654, 0.3631, 0.2020, 0.2041, 0.5371, 0.5242, 0.4146, 0.3932, 0.7262, 0.1719, 0.1418, 0.1268, 0.4146, 0.3932, 0.7326, 0.2621, 0.1504, 0.1504, 0.4189, 0.3824, 0.7197, 0.3072, 0.4426, 0.3395, 0.4211, 0.3824, 0.7240, 0.1912, 0.5285, 0.5113, 0.4748, 0.5693, 0.8057, 0.1590, 0.1396, 0.1246, 0.4770, 0.5672, 0.8100, 0.2578, 0.1482, 0.1525, 0.4748, 0.5672, 0.8057, 0.3158, 0.4447, 0.3330, 0.4705, 0.5629, 0.8057, 0.1955, 0.5285, 0.5135, 
0.5242, 0.3051, 0.2127, 0.2041, 0.1762, 0.1525, 0.5092, 0.2986, 0.2191, 0.2986, 0.1805, 0.1740, 0.5006, 0.2750, 0.2020, 0.3244, 0.4619, 0.3545, 0.5006, 0.2686, 0.2020, 0.2041, 0.5371, 0.5199, 0.1547, 0.3545, 0.1977, 0.2020, 0.1654, 0.1525, 0.1568, 0.3545, 0.1934, 0.3051, 0.1719, 0.1676, 0.1633, 0.3566, 0.1977, 0.3158, 0.4533, 0.3588, 0.1654, 0.3609, 0.1998, 0.2063, 0.5393, 0.5242, 0.4104, 0.3975, 0.7262, 0.1869, 0.1418, 0.1311, 0.4168, 0.3996, 0.7305, 0.2578, 0.1525, 0.1525, 0.4168, 0.3824, 0.7197, 0.3072, 0.4426, 0.3373, 0.4168, 0.3824, 0.7240, 0.1891, 0.5285, 0.5135, 0.4748, 0.5693, 0.8078, 0.1611, 0.1396, 0.1805, 0.4748, 0.5715, 0.8121, 0.2621, 0.1482, 0.1482, 0.4748, 0.5650, 0.8078, 0.3137, 0.4426, 0.3373, 0.4727, 0.5650, 0.8035, 0.1934, 0.5264, 0.5135, 
0.5285, 0.3051, 0.2170, 0.2084, 0.1891, 0.1676, 0.5199, 0.2986, 0.2105, 0.2943, 0.1826, 0.1783, 0.5092, 0.2750, 0.2041, 0.3244, 0.4598, 0.3566, 0.5092, 0.2729, 0.2041, 0.2127, 0.5328, 0.5156, 0.1547, 0.3566, 0.2020, 0.2063, 0.1633, 0.1461, 0.1547, 0.3566, 0.1977, 0.2986, 0.1762, 0.1697, 0.1719, 0.3631, 0.2020, 0.3180, 0.4576, 0.3652, 0.1611, 0.3652, 0.2041, 0.2063, 0.5371, 0.5242, 0.4168, 0.3953, 0.7262, 0.1697, 0.1439, 0.1590, 0.4232, 0.3932, 0.7326, 0.2600, 0.1504, 0.1504, 0.4232, 0.3803, 0.7197, 0.3115, 0.4447, 0.3395, 0.4232, 0.3846, 0.7240, 0.1912, 0.5242, 0.5113, 0.4791, 0.5693, 0.8100, 0.1633, 0.1396, 0.1289, 0.4791, 0.5693, 0.8143, 0.2600, 0.1633, 0.1504, 0.4791, 0.5629, 0.8100, 0.3137, 0.4469, 0.3352, 0.4813, 0.5672, 0.8035, 0.1934, 0.5242, 0.5070, 
0.5350, 0.3072, 0.2127, 0.2105, 0.1783, 0.1568, 0.5242, 0.3072, 0.2105, 0.3051, 0.1805, 0.1740, 0.5135, 0.2814, 0.2041, 0.3244, 0.4598, 0.3523, 0.5092, 0.2857, 0.2020, 0.2041, 0.5371, 0.5199, 0.1719, 0.3523, 0.1977, 0.2063, 0.1676, 0.1504, 0.1547, 0.3545, 0.1955, 0.2986, 0.1762, 0.1697, 0.1590, 0.3588, 0.1977, 0.3201, 0.4555, 0.3588, 0.1568, 0.3609, 0.2041, 0.2063, 0.5436, 0.5307, 0.4189, 0.3975, 0.7283, 0.1676, 0.1418, 0.1289, 0.4232, 0.3932, 0.7348, 0.2621, 0.1482, 0.1504, 0.4275, 0.3846, 0.7219, 0.3094, 0.4490, 0.3373, 0.4232, 0.3889, 0.7305, 0.2041, 0.5285, 0.5221, 0.4813, 0.5715, 0.8121, 0.1633, 0.1418, 0.1289, 0.4813, 0.5693, 0.8143, 0.2621, 0.1504, 0.1504, 0.4813, 0.5629, 0.8100, 0.3115, 0.4469, 0.3373, 0.4834, 0.5672, 0.8035, 0.1934, 0.5264, 0.5092, 
0.5307, 0.3094, 0.2234, 0.2127, 0.1805, 0.1590, 0.5221, 0.3051, 0.2105, 0.2943, 0.1848, 0.1762, 0.5135, 0.2814, 0.2041, 0.3223, 0.4576, 0.3502, 0.5113, 0.2814, 0.2041, 0.2063, 0.5393, 0.5135, 0.1547, 0.3523, 0.1955, 0.2041, 0.1654, 0.1525, 0.1547, 0.3566, 0.1998, 0.2943, 0.1977, 0.1676, 0.1590, 0.3588, 0.1977, 0.3201, 0.4555, 0.3566, 0.1547, 0.3609, 0.2020, 0.2105, 0.5414, 0.5285, 0.4146, 0.3932, 0.7283, 0.2148, 0.1439, 0.1311, 0.4211, 0.3953, 0.7348, 0.2578, 0.1482, 0.1504, 0.4211, 0.3910, 0.7219, 0.3137, 0.4490, 0.3373, 0.4189, 0.3867, 0.7305, 0.1955, 0.5307, 0.5135, 0.4813, 0.5693, 0.8078, 0.1590, 0.1375, 0.1697, 0.4770, 0.5693, 0.8164, 0.2643, 0.1504, 0.1482, 0.4834, 0.5607, 0.8078, 0.3158, 0.4469, 0.3373, 0.4813, 0.5693, 0.8057, 0.1934, 0.5264, 0.5113, 
0.5264, 0.3051, 0.2170, 0.2084, 0.1783, 0.1697, 0.5199, 0.2986, 0.2127, 0.2943, 0.1805, 0.1762, 0.5113, 0.2771, 0.2020, 0.3201, 0.4555, 0.3502, 0.5113, 0.2771, 0.2041, 0.2041, 0.5371, 0.5156, 0.1568, 0.3566, 0.1977, 0.2063, 0.1697, 0.1504, 0.1590, 0.3588, 0.1955, 0.2965, 0.1826, 0.1719, 0.1590, 0.3631, 0.1998, 0.3201, 0.4598, 0.3566, 0.1590, 0.3652, 0.2063, 0.2084, 0.5414, 0.5264, 0.4189, 0.3910, 0.7262, 0.1676, 0.1439, 0.1289, 0.4168, 0.3953, 0.7326, 0.2600, 0.1504, 0.1654, 0.4189, 0.3803, 0.7176, 0.3094, 0.4512, 0.3395, 0.4168, 0.3803, 0.7240, 0.1912, 0.5285, 0.5135, 0.4770, 0.5693, 0.8057, 0.2063, 0.1375, 0.1697, 0.4748, 0.5715, 0.8143, 0.2643, 0.1504, 0.1547, 0.4834, 0.5650, 0.8100, 0.3223, 0.4469, 0.3373, 0.4791, 0.5650, 0.8057, 0.1955, 0.5264, 0.5113, 
0.5264, 0.3051, 0.2191, 0.2105, 0.1783, 0.1590, 0.5199, 0.2986, 0.2234, 0.2986, 0.1977, 0.1783, 0.5113, 0.2771, 0.2020, 0.3223, 0.4533, 0.3588, 0.5092, 0.2729, 0.2020, 0.2063, 0.5371, 0.5199, 0.1547, 0.3609, 0.1977, 0.2320, 0.1654, 0.1482, 0.1568, 0.3566, 0.1934, 0.2986, 0.1740, 0.1848, 0.1568, 0.3609, 0.1998, 0.3244, 0.4619, 0.3652, 0.1633, 0.3631, 0.2041, 0.2084, 0.5393, 0.5264, 0.4125, 0.3932, 0.7283, 0.1676, 0.1418, 0.1311, 0.4189, 0.3996, 0.7326, 0.2621, 0.1525, 0.1482, 0.4189, 0.3803, 0.7176, 0.3072, 0.4447, 0.3395, 0.4189, 0.3824, 0.7240, 0.2020, 0.5242, 0.5156, 0.4770, 0.5715, 0.8078, 0.1826, 0.1396, 0.1268, 0.4748, 0.5693, 0.8143, 0.2621, 0.1504, 0.1525, 0.4727, 0.5629, 0.8014, 0.3137, 0.4383, 0.3330, 0.4791, 0.5693, 0.8057, 0.1955, 0.5199, 0.5070, 
0.5307, 0.3094, 0.2170, 0.2063, 0.1783, 0.1547, 0.5221, 0.3008, 0.2256, 0.2965, 0.1783, 0.1762, 0.5092, 0.2771, 0.2020, 0.3287, 0.4576, 0.3502, 0.5092, 0.2793, 0.2041, 0.2084, 0.5350, 0.5178, 0.1568, 0.3545, 0.1955, 0.2020, 0.1676, 0.1525, 0.1719, 0.3588, 0.1955, 0.3008, 0.1740, 0.1697, 0.1590, 0.3695, 0.2020, 0.3223, 0.4576, 0.3588, 0.1590, 0.3631, 0.2020, 0.2063, 0.5371, 0.5264, 0.4146, 0.3932, 0.7283, 0.1697, 0.1418, 0.1891, 0.4297, 0.3975, 0.7326, 0.2643, 0.1525, 0.1504, 0.4189, 0.3824, 0.7197, 0.3094, 0.4469, 0.3395, 0.4361, 0.3824, 0.7240, 0.2020, 0.5264, 0.5135, 0.4748, 0.5736, 0.8100, 0.1611, 0.1396, 0.1891, 0.4770, 0.5736, 0.8143, 0.2643, 0.1525, 0.1525, 0.4770, 0.5629, 0.8035, 0.3180, 0.4404, 0.3287, 0.4813, 0.5693, 0.8057, 0.1934, 0.5221, 0.5070, 
0.5350, 0.3115, 0.2213, 0.2084, 0.1805, 0.1547, 0.5221, 0.3029, 0.2148, 0.2965, 0.1783, 0.1762, 0.5178, 0.2771, 0.2063, 0.3244, 0.4555, 0.3523, 0.5135, 0.2771, 0.2063, 0.2063, 0.5350, 0.5178, 0.1568, 0.3609, 0.2020, 0.2041, 0.1697, 0.1504, 0.1568, 0.3631, 0.2105, 0.2986, 0.1740, 0.1719, 0.1568, 0.3674, 0.2063, 0.3223, 0.4619, 0.3609, 0.1762, 0.3674, 0.2063, 0.2084, 0.5393, 0.5264, 0.4168, 0.3932, 0.7240, 0.1697, 0.1418, 0.1848, 0.4189, 0.3932, 0.7348, 0.2664, 0.1547, 0.1482, 0.4211, 0.3781, 0.7219, 0.3115, 0.4533, 0.3416, 0.4254, 0.3803, 0.7219, 0.1912, 0.5242, 0.5113, 0.4791, 0.5693, 0.8143, 0.1633, 0.1396, 0.1268, 0.4791, 0.5672, 0.8143, 0.2664, 0.1568, 0.1504, 0.4791, 0.5607, 0.8035, 0.3094, 0.4361, 0.3309, 0.4770, 0.5672, 0.8100, 0.1955, 0.5264, 0.5092, 
0.5328, 0.3029, 0.2191, 0.2105, 0.1826, 0.1719, 0.5242, 0.2986, 0.2127, 0.2965, 0.1783, 0.1740, 0.5135, 0.2793, 0.2063, 0.3287, 0.4619, 0.3523, 0.5113, 0.2771, 0.2148, 0.2105, 0.5393, 0.5199, 0.1568, 0.3609, 0.2020, 0.2041, 0.1676, 0.1547, 0.1568, 0.3609, 0.1998, 0.3008, 0.1783, 0.1697, 0.1590, 0.3674, 0.2148, 0.3244, 0.4662, 0.3631, 0.1676, 0.3738, 0.2084, 0.2063, 0.5393, 0.5264, 0.4211, 0.3910, 0.7305, 0.1719, 0.1439, 0.1311, 0.4232, 0.3932, 0.7348, 0.2664, 0.1504, 0.1504, 0.4275, 0.3889, 0.7240, 0.3094, 0.4469, 0.3416, 0.4361, 0.3781, 0.7240, 0.1934, 0.5242, 0.5092, 0.4855, 0.5693, 0.8164, 0.1654, 0.1396, 0.1268, 0.4877, 0.5672, 0.8143, 0.2686, 0.1525, 0.1525, 0.4855, 0.5607, 0.8057, 0.3115, 0.4426, 0.3352, 0.4813, 0.5693, 0.8100, 0.1955, 0.5264, 0.5070, 
0.5350, 0.3029, 0.2191, 0.2127, 0.1719, 0.1568, 0.5285, 0.2986, 0.2148, 0.3008, 0.1805, 0.1719, 0.5113, 0.2729, 0.2063, 0.3395, 0.4684, 0.3566, 0.5092, 0.2750, 0.2084, 0.2191, 0.5414, 0.5199, 0.1568, 0.3609, 0.2020, 0.2063, 0.1633, 0.1504, 0.1590, 0.3652, 0.2020, 0.3051, 0.1762, 0.1719, 0.1590, 0.3695, 0.2063, 0.3266, 0.4619, 0.3631, 0.1719, 0.3695, 0.2084, 0.2084, 0.5414, 0.5264, 0.4211, 0.3846, 0.7283, 0.1805, 0.1439, 0.1311, 0.4232, 0.3889, 0.7305, 0.2664, 0.1525, 0.1783, 0.4232, 0.3781, 0.7197, 0.3115, 0.4641, 0.3416, 0.4340, 0.3760, 0.7262, 0.2105, 0.5264, 0.5156, 0.4791, 0.5693, 0.8143, 0.1998, 0.1418, 0.1289, 0.4834, 0.5672, 0.8121, 0.2643, 0.1504, 0.1525, 0.4834, 0.5629, 0.8078, 0.3137, 0.4404, 0.3395, 0.4813, 0.5672, 0.8078, 0.1998, 0.5307, 0.5135, 
